graph_type,weight_type,depth,median_beta_0,median_beta_1,median_beta_10,median_beta_11,median_beta_12,median_beta_13,median_beta_14,median_beta_15,median_beta_16,median_beta_17,median_beta_2,median_beta_3,median_beta_4,median_beta_5,median_beta_6,median_beta_7,median_beta_8,median_beta_9,median_gamma_0,median_gamma_1,median_gamma_10,median_gamma_11,median_gamma_12,median_gamma_13,median_gamma_14,median_gamma_15,median_gamma_16,median_gamma_17,median_gamma_2,median_gamma_3,median_gamma_4,median_gamma_5,median_gamma_6,median_gamma_7,median_gamma_8,median_gamma_9
Nearly Complete BiPartite,log-normal,18,0.5744522079825661,-0.11007192601142447,-1.256552656703306,0.01174676942914433,0.37982320504035844,0.45135556703729457,-0.053517516106426584,0.16102946454175368,-1.103655727809427,-0.1406252327556484,0.12338080687555424,0.44232084970953006,-0.08354711524416066,0.489864297687421,-1.0040532528478012,-0.08315045863586427,0.9374839615809949,1.339878847145802,-1.1856603372574683,-2.1150605415645636,-2.131589017041299,-1.0502689623968227,-0.47025377286808306,0.12992296926298022,0.2865508308734347,-1.221546412533338,0.07376372023673876,-0.589592764458026,-1.0493940858922073,0.16035235102541523,1.71000004719173,0.11366184085009257,1.2547025015728055,-2.610358971095441,-1.7266877113057504,-1.6350143071813439
Nearly Complete BiPartite,normal,18,0.9727828235962939,-0.7023608560738819,-0.5867045632791635,0.10597700476589134,-0.67236123674383,-0.05499649938816297,-0.8494513021418593,1.4978923110824,1.3520407563253203,-0.016685466040728736,0.1650735152118122,0.3430994545479775,0.013896981549929147,0.06297116326268781,-1.1866952719673731,-0.2947084917179411,-0.2076579809439804,-0.2536137183189661,-0.6535562445761112,1.2058118412169505,0.07986058281354497,0.3382629409404932,-0.2828438231925905,2.0316330337008557,-0.6644107049457824,-0.5640587433409191,2.489273953729117,-0.02620904294227884,-0.6884869443984902,-1.713901301352208,-0.5927741017642021,0.43958443560733773,0.10237172640567634,-0.9771090363864277,0.6518277197361977,-1.752944186550961
Nearly Complete BiPartite,uniform,18,-0.8367718271697018,-0.43269509796019406,1.3171941452822495,-0.7241016942005255,0.1763059251107755,0.24191099178076958,0.12112270393559041,-0.15210214468816205,-0.10479918129843746,0.2900097602696849,-0.6268859657215526,-0.5236178313203481,0.01931639688953338,0.10530068311037452,-0.5341360100748241,0.9576156869320953,-0.7655623928222659,-0.11449677165279426,-0.5104836137540354,-1.073998986288669,-0.24325434736089058,1.7534534200114447,0.007498052427711788,-1.4066120864478677,1.0748413883024133,-1.6928168401149273,0.19871530871597132,-1.066101044833892,-0.4987993834995489,-0.18610542465714391,-0.2448283133559948,-1.5637869299194185,-0.879026002972898,-1.4108015453884977,0.20153093612965797,-1.232054231556603
Nearly Complete BiPartite,uniform_plus,18,-0.02797499788484207,0.3763447525869176,0.4430985064005531,0.10968631742322031,-0.07910918485606258,-0.5874733006632558,0.8177461442277192,0.334608880550003,-1.171862748364818,0.05301877384316159,0.33582835055654087,-0.48755352775466326,-1.013069164120915,0.3744438392593557,-0.14147011249089184,0.9762382379709007,0.5475417393312552,0.4829231110717377,-1.0135306492788596,1.4543551768339102,-1.2699079695947548,-1.351380229863501,0.6979105814876346,0.9616568018443902,0.03971023274416088,1.0462321954974116,0.09457423981569038,0.9081750862743196,1.0774263999474043,-0.20870563040181847,-0.4899202752661421,0.887232379095448,0.14411866119551398,-0.304625083842533,-1.0962785967439979,-0.3409709166068898
Power Law Tree,cauchy,18,-0.09556348269992952,0.5027300918313637,0.3998005898863188,-1.0080774039508373,-0.8842484610304701,0.8062108288823376,-0.8176405983951338,-0.35281789924341095,0.23257801271039,-0.15661614193437667,-0.4488098137484862,0.061549460791838845,0.4739405860657808,0.17894671662904182,0.24921214062486538,-0.7170320098483982,-0.949926164043638,-0.9192283934741396,1.116824811546537,-0.8735199407996432,-1.787709109724514,-1.5210219612595026,-0.12361052582079535,1.5326667473641822,0.888934926509554,3.3053195460557254,0.8271777483076788,1.4888799513563167,-1.1303651795824758,-0.40645619022023405,1.1351149959625029,0.3204186567841128,-0.4347616139973191,1.4753061780844796,2.116083308725654,-0.2596003611162437
Power Law Tree,exponential,18,0.4017701822340087,1.4648119168945255,0.04946086948527659,-0.28676772298437714,1.5139364779039512,-0.9346743171334052,-0.3161704446941791,1.0317019847918134,-0.6662722497698447,0.2288635596161978,-1.255406342304307,-0.1986303973073424,-1.7041074334573294,-0.2504388220426589,0.29573657555686744,-0.1188636924391978,0.3975453824928232,0.025340558581368182,-2.2475987798681034,0.7906300306376112,1.3856449646976796,0.5240853699547854,1.0309546115199304,0.43870393406445707,-0.05005790812133681,1.5055671513753075,-2.289485564746517,2.2348078672922056,1.8434044960477953,-0.5256034917631384,-1.3196115671809712,2.3137350608480967,2.918769239303975,1.5211083851695433,3.880821619896627,1.4129421465552996
Power Law Tree,log-normal,18,-0.39825440548148594,-0.45216322677460385,0.28601849617695874,1.0100538638587464,-0.015108003370990587,1.1136985110715913,-0.7717374996986701,0.5637310060012558,-0.11662367805786743,0.4786088121722003,0.4828574824179166,0.4400780878454815,-0.9294801695695571,-0.9073087855403477,-0.7866448870628103,0.06701912441106055,0.18742881726212512,0.09677019510958063,-1.0108748207082707,0.9002276719890218,1.6829970098653029,-0.652572100695442,-0.6744183722504266,2.004599915360252,-0.13183718305939346,-2.444457809818986,1.5901785825999741,2.5645955939848015,-0.5141283012586761,0.41614010786892497,1.674501619378834,-0.15645110900766168,1.6536415233443251,-1.7091745789174875,-2.3721768526296216,0.40124442600171095
Power Law Tree,normal,18,-0.19660359986022433,-0.39803575020580173,-0.24473604368747484,0.2931784273713263,1.1397208067099909,-0.9132346936060822,-0.1230467322554875,-1.0902349315556026,-0.06881353636262377,-0.2735476627296631,-0.39368920674748015,-1.2160088213224631,-1.2745659500286655,-0.19319105632944164,-0.42938444461661907,1.2392375653797156,0.08807976894347773,0.5229193785843745,-1.0705240368985511,-2.118259378166301,0.6715254637108462,-1.7803410298457845,0.29466987856267546,-1.1577560578098964,1.3759944670183386,-2.8020438458055006,1.077608772417495,-3.1600539189061916,-2.6098412142844296,2.1977239676847113,-0.9847114734383946,1.6396023403332456,-1.6390194993038874,-1.1619079709351496,1.1136067408355064,-0.6812620961497704
Power Law Tree,uniform,18,0.46159344348573517,0.03269860445485426,0.818495332391212,0.4271442237117741,-0.3835167170436483,0.11381686230621404,0.753038322707041,0.3905372377614711,0.07712706274591458,0.49504849320452193,-1.51737694119601,-0.23057605381961144,0.4794779257514886,-0.7681566507815871,-0.07287747198472516,0.39224240610142724,-0.15235120636066646,0.9858010243504168,0.9808612979463025,1.6637353538520407,1.8322543078734679,-0.8735745104032919,2.4017571154335116,-1.6172924422728094,-1.8368227698848327,-0.34722424308078237,0.13536145483804396,2.6842839620678887,0.5120695231220119,1.400339742125949,-1.078032355969257,1.2075866712422592,1.0832537503851618,-1.0592341401544279,-0.21696424205585196,1.8568339953452497
Power Law Tree,uniform_plus,18,-0.6987433794674792,-1.4835387739436257,-0.39933282694659994,-0.6331744820582751,1.0169193613261052,0.07061422615381881,0.29676459833970564,0.21557820701966712,0.6177455714650752,-0.8015278890616699,-0.0645717127819321,-0.7213544857546557,-1.1421731795699142,-0.010722183635370086,0.8082048750287811,0.6628936218843391,-0.2721280078407102,-0.26100401684856644,0.36490482243178857,-0.9043901066547034,-0.5571033501873792,1.3922849741561625,1.4192586172435107,0.06596473866311492,2.2935250422508395,0.1727137096565614,2.113382854692155,-0.3438169013361332,-0.07399954085373947,-0.7700054782391372,-1.5239769909000282,-0.9294240438989443,1.298089847743119,-0.5005068802533347,-1.4775705545002278,2.4022768688283476
Uniform Random,cauchy,18,-0.03170761330968091,-0.15515643932685302,-0.2729724916694195,1.740188363981625,0.01716654121370424,0.3412807299064571,-0.25205856157825807,0.10097996996368469,0.5171584351014857,-1.488503476903593,0.07834859801400543,0.27828930386912737,0.015019467617429713,0.20633366032053344,-1.309938495314471,0.8341800291389284,-1.2347770691709168,-0.1786904070970044,1.0858931927246238,1.118022675406046,-0.25934953219431595,-1.6455592495921996,2.123137172858121,-0.4822083434395908,0.6309264348226165,-1.2961003932862525,2.3289868833668215,-1.120680481822023,-0.2974227277919972,0.36865825012737435,0.7813704533391084,-0.048743213046196124,-0.32926252976139725,0.09635566234376172,0.35553183479876616,0.20419888599105018
Uniform Random,exponential,18,0.160578738978191,-0.05105811828535282,-1.4368162695060431,-0.26536212893505084,0.47097849320456514,0.10506390287217213,-0.2572703322741758,-0.15942099532900705,0.12278481805195211,1.0009900355082832,0.6906873639509007,-1.070078406272846,0.2647246672696243,0.21646052341137337,-0.04366855417868088,0.07499758329538461,0.2717978179303204,0.7960333307290154,-1.5923758362575273,2.0375721110612437,-0.297489263446868,-0.13996750740397962,-1.006582883465342,1.6770539324896632,0.018242725580842424,0.17223380772218982,-0.9279324104480771,0.9041488733889825,1.694735727348191,1.2314090354323692,-0.8603133103388281,-2.3010377309381336,1.2514616826586058,2.9249433258467397,-1.6953473996436503,-1.4466097062400947
Uniform Random,log-normal,18,0.704948182227477,0.5778727107129883,0.11316119248294983,-0.6569444888881186,-0.27887474744149293,0.08926608829593524,-0.4285766852419852,0.12607500933614332,-1.0233860121444365,-0.06694223739074447,-0.40082077942709826,-0.3388283129656551,0.2248196678549806,-0.0467845297057711,0.08462924480246282,-1.1127170178464476,0.207634893829835,-0.28902307125444016,0.7008373765026594,-0.8819338945659662,-1.1031123418714417,-2.959292409414028,-3.3870767943493645,-0.6623867008236549,-0.835993598308901,0.12910350429804113,1.8479162628409085,-0.1557764648135963,-2.3726532436289522,-1.673902457770094,-0.23113391024718752,2.2145558881338063,0.7902287497838961,-0.4013844307764411,-3.637129826386074,-1.6365529937871208
Uniform Random,normal,18,-0.6635453445771217,-1.9886926781798226,0.7118168233367911,-0.8951950560268268,0.2697824687067583,-0.9611138553601152,0.16351183011010306,1.0359913109478258,1.50330789802549,-0.059486657005193025,0.34686132877287096,0.336508651050509,0.6747343628259467,-0.009780076614347724,1.2817499715257552,0.7576889165130016,0.8052156071751667,-0.6535300252054784,-0.45200505060235896,-0.6036574281826511,0.6180573960251035,-1.157843698694598,1.4724962454350943,0.2775750543153262,-0.05951687944098988,1.5885204602794574,0.12024259202099252,-3.1614098659805343,0.42068017466815033,-0.045303303822534335,-0.559702997702351,-0.2397189551022818,1.9208530764139529,0.41199761895772047,0.9557501179444868,0.08847195488271473
Uniform Random,uniform,18,0.34475835260996224,-0.9519669119906459,-0.18765205867945733,-0.8317266245283862,-0.20582123813519304,0.0872945184415676,0.48159734982925856,0.17822779857247992,-0.9632970789935522,-0.0808516381064332,-1.819879212117514,0.7436898780167409,0.22354533822177625,0.12906287696625027,-0.7816897660732584,0.5668507869586958,0.33090424512718974,0.03726707268895235,-0.28973511459878654,-0.124394314987439,1.6697761421756518,0.1073293875259895,0.7014933963102928,-0.36996987390287583,0.7924667609763347,-0.21770796123074085,2.4612842303829217,0.08531524718787153,-1.5583150752560733,-0.574931771697267,-0.4175573374305107,1.1110987448229608,-0.4216932427404616,0.2270697456470256,-0.3935683698939527,0.879788410326793
Uniform Random,uniform_plus,18,1.5829444264518244,-0.9817628778921099,-1.4852537472488039,-0.39826484754040603,0.2743998212740809,-1.222414325013303,0.610542778216551,-0.04606556908137645,-1.0890535507554329,0.675363789865397,-1.6479106498539684,-1.0779588982076624,0.48795969575866854,0.35688973771347543,-0.46425149023127227,0.5718761127613252,0.20975761212438665,0.18439004342083692,0.3369552513857587,1.1553064990262132,0.8853660044755955,-0.8437089510395966,-1.6149079312114718,-2.634197419489663,-0.2211853984811469,1.9250875532596607,1.762101958370586,-2.935604406677409,1.1255825463032152,-0.596416201727713,0.016831920209239445,-0.8665169163398598,2.02192065127642,-0.3107770014565651,0.2870466652925024,-0.46456762743653657
Watts-Strogatz small world,cauchy,18,-0.06762381809610439,0.43046741894923535,0.07055348016469905,-0.49277422708215607,0.6245330454382861,-0.18676997263230058,-0.4010014196010938,-0.3168393999319644,-0.16576072457351204,-0.032318778540557765,0.4392281422150649,1.2413796345547428,0.007109258251229282,0.30998802634347344,0.06525180368893403,-0.2549494814154899,0.19186727022428085,-0.2607537012885119,0.5234624417611038,1.9684200676971964,-1.3898544510159727,-1.4412057223281918,-0.27229132760438574,2.0649911596074824,-1.6169180279598014,-0.6277320362850318,-0.5656091857328723,-2.8452712702921183,-0.2990952651419119,-0.2844711177446908,-0.30700418378776123,0.7180704339972906,0.23752916112197683,1.3864866827197404,0.5994414299037201,-1.9035924710040382
Watts-Strogatz small world,exponential,18,0.5447288863172426,1.1272569284458867,1.0674767787866082,-0.7011916192975566,-0.26766193695708584,-0.570288353644262,0.029115445830178527,0.08855716102550833,-0.3086226297830615,0.6414207715651995,-1.458873523337306,-0.6035663224039179,1.0093314307386965,-1.199958148770966,0.46807366369573294,-0.8698814328040525,0.3824528813329047,-0.31559406046254784,-1.2549560450834263,-2.26643758222867,1.722225065338654,-1.503434810722536,1.920295278266945,3.04691010968761,2.1232368124790018,-0.7138750947537879,1.9153375684568514,-0.036821977065944006,-1.5067083797281444,-0.35047801788415106,2.4691523237797943,-1.0150843748116911,-0.25817248582175034,-0.7646634949230057,-0.3253253794185974,-2.5843547395274014
Watts-Strogatz small world,log-normal,18,1.4449864759262654,0.6410364976275178,-0.6081023086055282,0.4119415429283678,-0.445694780292586,0.022983928868190798,-0.9246106562413634,1.3595114929540908,0.9619154041921444,-0.3560097990542279,1.2291791002627463,-1.7890235592710901,0.37904576574057114,1.1175170145399775,0.022834225297304174,0.22348261897216404,-0.3556535588885146,-0.4985740827298746,-1.160296651789034,2.508567002628531,-2.9805629364683313,1.1108800346045478,1.274288191017715,0.043827793593156306,0.682812742154699,-0.7285837323563237,-0.08254065464995494,0.3081166169052908,1.7932864989894375,0.7347621849334903,-0.4601447468994423,-1.7883912838405203,0.46174501868038575,-2.238783347752545,-2.711591751461402,0.5415198967081801
Watts-Strogatz small world,normal,18,1.0167097891756833,0.4206385619969876,0.282654710734723,-0.9687180565755606,-0.19865636831574673,0.3220047644017341,0.04979127332202653,-0.4272514257197602,0.9106636262610266,0.02730506779663884,0.37039786563946336,0.3127690947913581,0.6050155451256595,-1.199598053263154,-0.9447006013694205,0.04864482409887118,-0.7265649567901774,-0.20438612289760766,-0.46590421947452076,-0.9992009441276718,-0.09512728856807875,-0.6852819383624866,-1.4457359109017922,-1.848786886742352,0.8124224856966471,-3.1818597985386634,0.3585497873131387,-0.11910362183628508,0.43061799439600174,0.15091701134934027,0.5185568453262035,-0.5261086773013688,1.9816636607772968,0.1254538078186606,-0.15412301302057616,-0.29287412925079254
Watts-Strogatz small world,uniform,18,0.19332914156404676,0.8417602551006651,-0.3545089179996948,0.8865863090647301,-0.06803887774717163,1.222332591231157,0.027377590556324126,0.19331975385310324,0.10601572510773757,0.23453827362324334,1.706802158396463,0.28595400160205164,-0.04361496002587398,-0.3479110645897333,0.39993683925918816,-0.5955741906109986,0.19357690948513928,0.35797357613463643,-0.5892285811552981,-1.8901554749821525,-0.15308171309629207,0.6620544074176403,1.0066312255520469,-0.0929718706095972,-2.4213445424441264,0.3074703655599089,-0.022663142705639037,2.3298177320447584,-0.04522568541111203,0.6203698933862092,-1.2974403330017,0.09089776352376483,0.3825878949172553,-0.888425476089678,0.2995530138111378,-0.3249934001215132
Watts-Strogatz small world,uniform_plus,18,0.9680927961320323,-0.4415922557938617,-0.5353245853431661,1.5994825982589107,-0.43493954289016246,1.3527763792113514,-0.3133606231340667,-0.020146623034184307,-0.08487202312181454,0.04504702157794186,-0.466389860755873,0.4237049057193017,0.5964498718096114,-1.1701556754143292,0.71363658649577,-0.5570093823599286,-1.8682632410990763,0.0954001690490416,-0.218472622250722,0.646867481303511,0.04007780854518403,0.07928485459378963,-2.143592248322106,-1.1114395591035366,0.08446694944166869,-0.2255837992512434,-0.08563121889830709,0.1953731761398894,0.8562181304086813,0.17668743358458053,0.13938709009438974,-0.9350784402956617,-0.06059382584112878,0.42647277234408265,0.1596962558638496,-0.7435131251111003
